from,to,migration_count
te-connectivity,labcorp,3
nike,fmc-corporation,1
w.w.-grainger,travelers,2
northrop-grumman-corporation,pentair,4
johnson-&-johnson,duke-energy-corporation,2
newellbrands,mylan,1
aon,kellogg-company,4
dentsplysirona,at&t,2
williams-company,ppg-industries,1
target,lyondell-basell,4
henry-schein,edwards-lifesciences,1
broadridge-financial-solutions,qualcomm,1
aon,the-coca-cola-company,6
jpmorgan-chase,fox-filmed-entertainment,1
unitedhealth-group,sempra-energy,1
emerson,celanese,1
accenture,lyondell-basell,8
3m,labcorp,2
wec-energy-group,aes,2
c-h-robinson,hanesbrands-inc-,1
c-h-robinson,emerson,2
unionpacific,jacobs,2
mosaiccompany,cardinal-health,1
aimco,davita,3
unionpacific,stanley-black-decker-inc,2
iron-mountain,mastercard,1
activision,bank-of-america,2
john-deere,itw,3
suntrust-bank,mondelezinternational,3
entergy,citrix,1
american-express,textron,1
general-motors,perkinelmer,1
textron,hp,1
allegion-us,danaher,1
devon-energy,dow-chemical,4
western-union,avery-dennison,1
vf-corporation,cisco,2
unitedhealth-group,autozone,1
mcdonald%27s-corporation,general-dynamics,3
intuit,f5-networks,1
hanesbrands-inc-,capital-one,3
the-kraft-heinz-company,ebay,1
mgm-resorts-international,nordstrom,2
national-oilwell-varco,pnc-bank,1
equity-residential,best-buy,1
brown-forman,american-express,1
parker-hannifin,cbs-com,1
aig,intercontinentalexchange-inc-,2
udr,us-bank,1
texas-instruments,american-express,6
pvh,state-street,1
limited-brands,public-storage,1
intercontinentalexchange-inc-,verizon,1
williams-company,the-home-depot,1
micron-technology,united-rentals,1
newellbrands,sherwin-williams,5
sysco,walgreens,2
celgene,state-street,1
united-airlines,keybank,1
stryker,twitter,1
the-kraft-heinz-company,ross-stores,1
applied-materials,alaska-airlines,1
ross-stores,amd,1
avalonbay-communities,unionpacific,1
adobe,mattel,1
caterpillar-inc,centurylink,3
electronic-arts,aflac,1
cummins-inc,colgate-palmolive,3
huntington-national-bank,intel-corporation,1
tjx,delta-air-lines,2
micron-technology,lyondell-basell,1
ameriprise-financial-services-inc,national-oilwell-varco,1
costco-wholesale,iron-mountain,1
intel-corporation,moodys-corporation,1
raymond-james-financial-inc-,biogen-,1
travelers,aes,1
dominion,marathon-oil-corporation,1
micron-technology,baker-hughes,2
aig,rockwell-automation,1
boston-scientific,skyworks-solutions-inc,2
boston-properties,aimco,1
rockwell-automation,spglobal,1
kla-tencor,american-electric-power,1
iron-mountain,charter-communications,1
google,harley-davidson-motor-company,1
regency-centers,united-airlines,1
national-oilwell-varco,cabot-oil-&-gas,1
church-&-dwight-co-inc,wellcare,1
ingersoll-rand,fis,1
cardinal-health,broadridge-financial-solutions,2
jacobs,hca,1
eaton-corporation,mattel,4
cigna,procter-&-gamble,2
raymond-james-financial-inc-,chubb,1
best-buy,phillips66co,1
fluor,ims-health,1
united-airlines,fastenal,1
equifax,ingersoll-rand,1
allergan,nvidia,1
albemarle,pfizer,3
charter-communications,ebay,2
cvs-health,prologis,1
american-express,ulta,1
maxim-integrated,3m,1
blackrock,halliburton,1
goldman-sachs,progressive-insurance,1
suntrust-bank,sysco,2
delta-air-lines,ppg-industries,2
fiserv,juniper-networks,1
pioneer-natural-resources-company,exelon,1
nielsen,take-2-interactive-software-inc-,1
mylan,citizens-bank,1
dovercorp,thermo-fisher-scientific,1
allegion-us,humana,1
emerson,public-storage,1
adp,hasbro,1
ross-stores,te-connectivity,1
f5-networks,bank-of-america,1
american-airlines,martin-marietta-materials,1
amd,gilead-sciences,1
morgan-stanley,iff,1
citizens-bank,ingersoll-rand,1
lyondell-basell,thermo-fisher-scientific,1
pultegroup,duke-energy-corporation,1
dte-energy,eversourceenergy,1
baxter-healthcare,sysco,1
juniper-networks,jacobs,1
newellbrands,tiffany-and-co,1
ibm,hp,740
ge,hewlett-packard-enterprise,332
pfizer,alexion-pharmaceuticals,137
oracle,state-street,62
cardinal-health,jpmorgan-chase,151
united-airlines,american-airlines,156
hewlett-packard-enterprise,northrop-grumman-corporation,181
citi,yum-brands,10
pfizer,metlife,49
unionpacific,hewlett-packard-enterprise,8
suntrust-bank,the-home-depot,69
citi,stryker,11
international-paper,westrockcompany,55
ge,analog-devices,7
alaska-airlines,pepsico,1
eli-lilly-and-company,abbott-,393
franklin-templeton-investments,adp,15
kellogg-company,pfizer,41
national-oilwell-varco,exxonmobil,26
citi,agilent-technologies,29
john-deere,general-motors,75
allstate,medtronic,7
kohls-department-stores,hp,7
verizon,accenture,134
cme-group,pnc-bank,4
fmc-corporation,johnson-&-johnson,17
spglobal,johnson-&-johnson,20
target,kimberly-clark,28
prudential-financial,metlife,365
the-linde-group,colgate-palmolive,1
boeing,micron-technology,21
fiserv,zions-bancorporation,7
xerox,bank-of-america,88
macy,fifth-third-bank,69
advance-auto-parts,walmart,60
tripadvisor,dentsplysirona,2
ibm,invesco-ltd,6
celanese,bank-of-america,6
autozone,cvs-health,13
mccormick,mondelezinternational,18
hilton-worldwide,eli-lilly-and-company,1
paychex,bb&t,10
ebay,goldman-sachs,15
ebay,netapp,33
cognizant,western-union,21
pnc-bank,walmart,16
nielsen,avery-dennison,8
american-airlines,ibm,68
microsoft,red-hat,78
morgan-stanley,kimberly-clark,5
fedex,nordstrom,6
cvs-health,abbott-,55
blackrock,facebook,16
accenture,campbell-soup-company,10
exxonmobil,general-motors,33
general-motors,fedex,9
netflix,intuit,13
nvidia,verizon,2
target,assurant,10
cvs-health,huntington-national-bank,4
foot-locker,target,49
at&t,hilton-worldwide,32
jpmorgan-chase,general-mills,11
target,dollar-tree-stores,87
alcoa,lowe%27s-home-improvement,3
parker-hannifin,american-airlines,4
bank-of-america,mcdonald%27s-corporation,22
sherwin-williams,marathon-petroleum-company,9
general-motors,colgate-palmolive,18
nike,united-airlines,5
ibm,ralph-lauren,16
honeywell,amerisourcebergen,1
southern-company,cbre,2
micron-technology,zimmerbiomet,1
qualcomm,goldman-sachs,34
general-mills,discover-financial-services,3
chevron,oracle,26
mcdonald%27s-corporation,adobe,3
cbs-com,spglobal,5
boeing,garmin-international,13
general-motors,hp,37
boeing,hp,33
chevron,alcoa,8
medtronic,weyerhaeuser,2
ipg,spglobal,2
gap-inc-,progressive-insurance,10
willis-towers-watson,nasdaq-omx,4
insidepmi,ford-motor-company,15
air-products,aon,1
nvidia,macy,2
amd,adobe,15
pultegroup,at&t,7
fox-filmed-entertainment,apple,10
united-technologies,te-connectivity,3
ecolab,cardinal-health,4
american-express,facebook,14
jacobs,oxy,16
gartner,norwegian-cruise-line,1
zimmerbiomet,lincoln-financial-group,7
adobe,xilinx,3
the-home-depot,emerson,6
air-products,general-motors,5
amazon,robert-half-international,5
dish-network,microsoft,14
intel-corporation,illumina,7
fluor,johnson-controls,15
freeport-mcmoran-inc,caterpillar-inc,4
cummins-inc,salesforce,5
ralph-lauren,bank-of-america,25
raymond-james-financial-inc-,xerox,2
fiserv,northern-trust,7
us-bank,nordstrom,20
aig,fis,6
avalonbay-communities,udr,18
willis-towers-watson,colgate-palmolive,7
pnc-bank,verizon,20
michael-kors,kohls-department-stores,3
cvs-health,suntrust-bank,9
pseg,macy,1
procter-&-gamble,darden-restaurants,9
costco-wholesale,mcdonald%27s-corporation,14
fiserv,mondelezinternational,3
xerox,caterpillar-inc,8
newmont-mining-corporation,lockheed-martin,5
at&t,hess-corporation,14
goldman-sachs,henry-schein,4
alaska-airlines,at&t,8
pnc-bank,unum,3
delta-air-lines,sherwin-williams,2
mcdonald%27s-corporation,resmed,2
bny-mellon,juniper-networks,3
qualcomm,insidepmi,1
church-&-dwight-co-inc,the-estee-lauder-companies-inc-,2
jpmorgan-chase,csx-transportation,3
jacobs,hewlett-packard-enterprise,10
fis,tsys,10
fox-filmed-entertainment,symantec,1
akamai-technologies,biogen-,5
dr-horton,fastenal,1
fedex,mcdonald%27s-corporation,17
fifth-third-bank,cintas,24
dish-network,raytheon,2
activision,ebay,2
tractor-supply-company,pultegroup,1
intuitive-surgical,amgen,2
monster-energy_2,zimmerbiomet,1
hp,avery-dennison,3
texas-instruments,cigna,3
alcoa,thermo-fisher-scientific,12
amazon,allegion-us,3
harris-corporation,jacobs,2
ball,amazon,4
eastman-chemical-company,rockwell-automation,3
sherwin-williams,jb-hunt-transport-services-inc,2
google,carnival-cruise-lines,1
unitedhealth-group,mgm-resorts-international,8
newellbrands,walmart,10
cognizant,royal-caribbean,1
ameren,adm,4
unitedhealth-group,edwards-lifesciences,5
davita,lowe%27s-home-improvement,2
agilent-technologies,alcoa,4
nasdaq-omx,the-home-depot,1
jb-hunt-transport-services-inc,unionpacific,7
thermo-fisher-scientific,nvidia,1
micron-technology,honeywell,2
cintas,gartner,2
devon-energy,sysco,2
ibm,ipg,20
amd,red-hat,11
adobe,cadence-design-systems,8
leggett-&-platt,fedex,1
best-buy,molson-coors,2
insidepmi,westrockcompany,1
united-technologies,duke-energy-corporation,4
centene-corporation,walmart,6
exelon,travelers,1
qualcomm,fiserv,2
comcast,wellcare,3
intel-corporation,perrigo,8
bny-mellon,united-rentals,1
thermo-fisher-scientific,lkq-corporation,2
harley-davidson-motor-company,fifth-third-bank,1
harley-davidson-motor-company,the-kraft-heinz-company,1
xcel-energy,bank-of-america,3
schlumberger,illumina,2
aflac,nielsen,3
cbre,mid-america-apartment-communities,3
duke-energy-corporation,insidepmi,1
pentair,stanley-black-decker-inc,7
mckesson,autodesk,6
huntington-national-bank,centurylink,3
ge,the-clorox-company,8
kohls-department-stores,lockheed-martin,6
essex-property-trust,the-walt-disney-company,1
parker-hannifin,the-walt-disney-company,1
regions-financial-corporation,eastman-chemical-company,2
snap-on-tools,cintas,3
ups,principal-financial-group,3
agilent-technologies,fifth-third-bank,1
ppg-industries,iron-mountain,1
pfizer,suntrust-bank,5
allstate,digitalrealty,1
amerisourcebergen,oracle,2
walmart,wynn-las-vegas,4
lennar,american-express,1
te-connectivity,lincoln-financial-group,1
edwards-lifesciences,raytheon,2
uhs,pfizer,2
ge,hologic,3
nordstrom,juniper-networks,1
ford-motor-company,varian-medical-systems,2
bristol-myers-squibb,itw,3
honeywell,lam-research,4
zions-bancorporation,danaher,1
coty,citizens-bank,1
eli-lilly-and-company,baker-hughes,2
pfizer,eversourceenergy,6
lowe%27s-home-improvement,american-electric-power,6
google,johnson-controls,3
johnson-&-johnson,american-airlines,5
air-products,willis-towers-watson,4
molson-coors,hasbro,1
humana,caterpillar-inc,1
mccormick,ups,3
paccar,cbre,3
eastman-chemical-company,general-dynamics,1
aon,h&r-block,1
caterpillar-inc,international-paper,7
t--rowe-price,zions-bancorporation,1
chevron,fmc-corporation,3
baker-hughes,xcel-energy,3
idexx-laboratories,alexion-pharmaceuticals,1
charles-schwab,copart,2
duke-energy-corporation,kinder-morgan,4
cisco,newscorp,3
royal-caribbean,etrade,2
priceline-com,citi,2
netapp,discovery-communications,1
pnc-bank,viacom,1
labcorp,oracle,1
hp,nvidia,6
tripadvisor,goldman-sachs,1
wec-energy-group,at&t,1
paychex,cisco,7
adobe,lowe%27s-home-improvement,3
fluor,nike,1
starbucks,mohawk-industries,1
fedex,stanley-black-decker-inc,4
amerisourcebergen,ipg,2
ebay,northern-trust,1
autodesk,cme-group,2
robert-half-international,avery-dennison,1
charles-schwab,ups,5
kohls-department-stores,berkshire-hathaway,1
the-home-depot,chubb,2
eaton-corporation,entergy,6
ups,emerson,3
viacom,adp,4
costco-wholesale,edwards-lifesciences,1
marathon-oil-corporation,nike,1
prudential-financial,flowserve,1
newellbrands,visa,2
franklin-templeton-investments,williams-company,1
borgwarner,brown-forman,1
comcast,advance-auto-parts,2
the-estee-lauder-companies-inc-,ross-stores,1
eli-lilly-and-company,best-buy,2
danaher,lowe%27s-home-improvement,1
incyte,american-water,1
3m,tiffany-and-co,2
nrg-energy,salesforce,1
vf-corporation,dish-network,2
sherwin-williams,alliance-data,3
teleflex,campbell-soup-company,1
adm,garmin-international,2
analog-devices,the-hartford,1
sysco,dow-chemical,2
genuine-parts-company,amazon,2
abbott-,entergy,1
starbucks,ppg-industries,5
the-estee-lauder-companies-inc-,mckesson,1
dollar-general,the-j-m--smucker-company,1
moodys-corporation,fis,1
twitter,equinix,1
baxter-healthcare,keybank,2
avery-dennison,varian-medical-systems,1
ameren,ge,1
general-motors,arthur-j--gallagher-and-co,1
morgan-stanley,yum-brands,2
jpmorgan-chase,kimco-realty-corporation,1
us-bank,john-deere,2
apache-corporation,newmont-mining-corporation,1
hp,c-h-robinson,3
general-dynamics,labcorp,1
m&t-bank,the-kraft-heinz-company,2
marathon-petroleum-company,apache-corporation,1
nike,campbell-soup-company,2
fiserv,moodys-corporation,1
insidepmi,expeditors,1
eastman-chemical-company,adm,1
alexandria-real-estate-equities-inc-,invesco-ltd,1
westrockcompany,accenture,2
biogen-,alliance-data,1
spglobal,starbucks,1
chubb,principal-financial-group,1
snap-on-tools,align-technology,1
borgwarner,abbvie,1
waters,advance-auto-parts,1
sl-green,boston-properties,1
3m,weyerhaeuser,2
google,boston-properties,1
state-street,netapp,1
autozone,paccar,1
citizens-bank,flir-systems,2
waste-management,caterpillar-inc,2
invesco-ltd,udr,1
kohls-department-stores,national-oilwell-varco,1
fastenal,capital-one,1
corning-incorporated,fluor,2
the-kraft-heinz-company,anthem,1
the-hershey-company,corning-incorporated,1
citrix,davita,1
metlife,celanese,1
molson-coors,the-clorox-company,2
adobe,merck,1
metlife,dovercorp,1
dollar-general,fluor,2
nielsen,southwest-airlines,2
netapp,expeditors,2
verisk-analytics,the-cincinnati-insurance-companies,1
unitedhealth-group,ulta,1
phillips66co,xerox,1
qualcomm,aon,1
aimco,amazon,1
alliance-data,pfizer,1
willis-towers-watson,resmed,1
noble-energy,intel-corporation,1
o%27reilly-auto-parts,chevron,1
unitedhealth-group,yum-brands,2
duke-energy-corporation,analog-devices,1
verisign,motorolasolutions,2
align-technology,varian-medical-systems,1
netapp,emerson,1
bd1,stanley-black-decker-inc,4
anadarko-petroleum-corporation,hp,1
corning-incorporated,phillips66co,1
intercontinentalexchange-inc-,northern-trust,1
ross-stores,gilead-sciences,1
paypal,nrg-energy,1
simon-property-group,caterpillar-inc,1
johnson-&-johnson,jb-hunt-transport-services-inc,1
comerica-bank,stanley-black-decker-inc,1
seagate-technology,pepsico,1
eversourceenergy,kohls-department-stores,1
centene-corporation,centurylink,1
marathon-oil-corporation,allstate,1
cerner-corporation,macy,2
fis,ecolab,2
lkq-corporation,kroger,1
itw,xerox,2
abbvie,cme-group,2
alaska-airlines,the-hershey-company,1
bd1,tiffany-and-co,1
huntington-national-bank,tsys,1
regeneron-pharmaceuticals,lincoln-financial-group,1
thermo-fisher-scientific,sherwin-williams,1
cognizant,dollar-general,2
paypal,michael-kors,2
conocophillips,rockwell-automation,1
national-oilwell-varco,nextera-energy-resources,1
american-airlines,cintas,1
synchrony-financial,alliance-data,1
teleflex,capital-one,1
paypal,southwest-airlines,1
wellcare,jb-hunt-transport-services-inc,1
align-technology,metlife,1
lowe%27s-home-improvement,danaher,1
aon,general-mills,1
perkinelmer,mylan,1
cummins-inc,celanese,1
iron-mountain,the-linde-group,1
comerica-bank,synchrony-financial,1
franklin-templeton-investments,allergan,1
aes,molson-coors,1
harris-corporation,adm,2
whirlpool-corporation,willis-towers-watson,1
nvidia,schlumberger,1
centurylink,tyson-foods,1
apache-corporation,phillips66co,1
baker-hughes,schlumberger,1086
lyondell-basell,chevron,43
hp,applied-materials,17
hewlett-packard-enterprise,jpmorgan-chase,389
unitedhealth-group,texas-instruments,1
blackrock,google,33
lockheed-martin,boeing,878
hewlett-packard-enterprise,bank-of-america,658
anthem,morgan-stanley,3
johnson-controls,at&t,43
john-deere,f5-networks,1
general-mills,pepsico,177
mckesson,equifax,17
starbucks,h&r-block,46
wellsfargo,anadarko-petroleum-corporation,4
medtronic,zimmerbiomet,109
prudential-financial,ameriprise-financial-services-inc,57
regions-financial-corporation,jpmorgan-chase,119
prudential-financial,oracle,16
ibm,intuit,107
marriott-international,royal-caribbean,32
citrix,accenture,25
wellsfargo,allstate,185
anadarko-petroleum-corporation,xcel-energy,4
ims-health,citi,12
cigna,capital-one,16
humana,unitedhealth-group,349
pioneer-natural-resources-company,williams-company,2
xcel-energy,cummins-inc,4
fedex,thermo-fisher-scientific,3
borgwarner,baker-hughes,2
zimmerbiomet,3m,8
seagate-technology,intel-corporation,94
hasbro,general-motors,6
verisign,capital-one,5
cbre,ibm,30
accenture,consumers-energy,13
ups,walmart,252
united-airlines,alaska-airlines,44
principal-financial-group,h&r-block,6
altria,jpmorgan-chase,9
accenture,kimberly-clark,72
fiserv,cerner-corporation,7
cummins-inc,jacobs,5
carmax,tjx,1
boeing,delta-air-lines,46
lowe%27s-home-improvement,hilton-worldwide,10
kinder-morgan,schlumberger,7
robert-half-international,gartner,6
robert-half-international,iron-mountain,2
macy,the-cincinnati-insurance-companies,8
raytheon,amd,10
jpmorgan-chase,sysco,15
conocophillips,schlumberger,87
emerson,3m,16
prudential-financial,merck,63
the-walt-disney-company,at&t,64
at&t,baker-hughes,18
celanese,ford-motor-company,7
eli-lilly-and-company,henry-schein,3
dentsplysirona,edwards-lifesciences,4
international-paper,tyson-foods,5
adobe,macy,3
comcast,lockheed-martin,33
adp,capital-one,18
avalonbay-communities,amazon,3
amgen,boeing,16
limited-brands,honeywell,1
starbucks,pvh,2
freeport-mcmoran-inc,oxy,2
xerox,marriott-international,17
boeing,motorolasolutions,12
juniper-networks,nvidia,8
spglobal,citi,23
best-buy,nordstrom,108
the-kraft-heinz-company,mattel,16
best-buy,insidepmi,1
jacobs,merck,34
adobe,mckesson,4
cummins-inc,exxonmobil,4
marriott-international,pnc-bank,11
varian-medical-systems,cisco,13
qualcomm,pepsico,3
cintas,cerner-corporation,6
humana,capital-one,10
mcdonald%27s-corporation,united-airlines,29
hp,expedia,5
hess-corporation,bank-of-america,5
jack-henry-&-associates,accenture,5
unitedhealth-group,general-dynamics,2
chevron,adobe,3
the-home-depot,air-products,4
oracle,charles-schwab,35
marathon-petroleum-company,american-electric-power,6
tjx,ups,12
microsoft,alaska-airlines,33
centerpoint-energy,hewlett-packard-enterprise,6
citi,people%27s-united-bank,34
lockheed-martin,wellsfargo,51
kellogg-company,ford-motor-company,13
keybank,principal-financial-group,4
symantec,twitter,12
humana,ross-stores,1
dow-chemical,microsoft,15
sealed-air-corporation,exxonmobil,4
wellcare,cvs-health,8
fedex,morgan-stanley,4
aflac,citi,20
jack-henry-&-associates,microsoft,6
target,red-hat,3
verizon,fifth-third-bank,7
tsys,american-express,8
hp,the-hartford,2
rockwell-automation,ibm,59
target,unionpacific,5
abbvie,capital-one,1
kimberly-clark,jb-hunt-transport-services-inc,1
nordstrom,lincoln-financial-group,5
cigna,discovery-communications,2
american-electric-power,freeport-mcmoran-inc,1
macy,dow-chemical,2
medtronic,walmart,4
microsoft,ups,25
state-street,ge,14
hewlett-packard-enterprise,garmin-international,15
avery-dennison,the-linde-group,3
cboe,jpmorgan-chase,10
the-walt-disney-company,verizon,13
nike,cadence-design-systems,3
wellsfargo,newmont-mining-corporation,4
paypal,lincoln-financial-group,14
republic-services-inc,pepsico,3
xerox,ingersoll-rand,14
cummins-inc,micron-technology,2
3m,hewlett-packard-enterprise,97
ihs,lkq-corporation,3
entergy,jpmorgan-chase,12
at&t,mcdonald%27s-corporation,43
thermo-fisher-scientific,johnson-controls,16
amazon,american-express,54
raytheon,aon,1
dow-chemical,raytheon,8
oxy,american-express,2
cbre,lennar,8
nielsen,mccormick,5
kla-tencor,wellsfargo,5
goldman-sachs,chevron,10
seagate-technology,ansys-inc,3
ralph-lauren,the-walt-disney-company,11
celanese,lockheed-martin,6
pentair,qualcomm,2
expeditors,bb&t,1
humana,hca,44
allstate,dr-horton,2
nordstrom,general-motors,12
red-hat,bb&t,3
pvh,michael-kors,13
kansas-city-southern-railway,garmin-international,3
procter-&-gamble,the-linde-group,5
borgwarner,allegion-us,1
newmont-mining-corporation,xcel-energy,7
ametek,danaher,2
metlife,the-home-depot,14
lockheed-martin,keybank,5
jpmorgan-chase,applied-materials,4
nielsen,royal-caribbean,2
fiserv,merck,3
masco-corporation,centurylink,2
tractor-supply-company,3m,1
at&t,exelon,14
raytheon,entergy,7
lowe%27s-home-improvement,marathon-petroleum-company,5
unum,fleetcor,1
hilton-worldwide,avalonbay-communities,4
rollins-inc.,hca,1
baker-hughes,oracle,8
the-clorox-company,metlife,1
starbucks,sherwin-williams,8
cisco,the-walt-disney-company,14
aig,united-technologies,2
macy,conocophillips,1
humana,cardinal-health,10
anadarko-petroleum-corporation,nextera-energy-resources,1
tractor-supply-company,nike,2
fastenal,paypal,1
rollins-inc.,lockheed-martin,2
tiffany-and-co,vornado-realty-trust,1
ameriprise-financial-services-inc,goldman-sachs,19
the-clorox-company,macy,1
maxim-integrated,electronic-arts,1
schlumberger,nordstrom,2
discovery-communications,netflix,8
xerox,pnc-bank,12
delta-air-lines,arthur-j--gallagher-and-co,3
tiffany-and-co,target,5
sherwin-williams,regions-financial-corporation,3
cabot-oil-&-gas,devon-energy,5
dish-network,delta-air-lines,4
goldman-sachs,davita,11
oracle,align-technology,4
molson-coors,amazon,6
verisign,intel-corporation,5
mondelezinternational,cigna,2
weyerhaeuser,itw,1
oneok,sysco,1
chevron,morgan-stanley,12
leggett-&-platt,zimmerbiomet,1
prudential-financial,texas-instruments,3
raymond-james-financial-inc-,american-express,10
intel-corporation,valero-energy-corporation,2
limited-brands,ups,1
northern-trust,synchrony-financial,3
henry-schein,nike,2
fluor,national-oilwell-varco,6
eli-lilly-and-company,robert-half-international,5
phillips66co,h&r-block,2
discover-financial-services,fifth-third-bank,9
royal-caribbean,humana,2
royal-caribbean,accenture,9
costco-wholesale,northern-trust,1
cbre,suntrust-bank,6
aes,xerox,1
emerson,lowe%27s-home-improvement,2
cvs-health,tsys,1
cisco,blackrock,10
unitedhealth-group,comerica-bank,4
helmerich-&-payne,exxonmobil,6
tsys,oracle,3
firstenergy-corp,apple,1
under-armour,red-hat,1
take-2-interactive-software-inc-,adp,1
ge,fmc-corporation,12
kellogg-company,flowserve,3
expeditors,boeing,23
hanesbrands-inc-,labcorp,1
raymond-james-financial-inc-,the-home-depot,3
3m,principal-financial-group,4
marathon-oil-corporation,zimmerbiomet,1
cbs-com,willis-towers-watson,2
boston-scientific,intuit,6
foot-locker,boeing,1
emerson,allegion-us,2
insidepmi,comcast,1
the-estee-lauder-companies-inc-,merck,10
unitedhealth-group,o%27reilly-auto-parts,1
aig,extra-space-storage,1
american-airlines,lincoln-financial-group,1
adp,texas-instruments,7
ecolab,macy,4
mastercard,northrop-grumman-corporation,5
xerox,costco-wholesale,5
amd,hologic,2
travelers,intel-corporation,3
macy,garmin-international,1
starbucks,conocophillips,4
alaska-airlines,cbre,3
foot-locker,keybank,1
kimberly-clark,costco-wholesale,2
comcast,carnival-cruise-lines,1
lincoln-financial-group,at&t,5
willis-towers-watson,church-&-dwight-co-inc,1
general-mills,dentsplysirona,2
the-hershey-company,monster-energy_2,1
kellogg-company,nrg-energy,1
the-j-m--smucker-company,conocophillips,1
royal-caribbean,visa,5
lowe%27s-home-improvement,comerica-bank,3
altria,honeywell,2
ulta,mcdonald%27s-corporation,9
masco-corporation,flowserve,1
mylan,waters,3
tyson-foods,leggett-&-platt,1
kimco-realty-corporation,macerich,1
hormel-foods,accenture,3
norwegian-cruise-line,best-buy,3
accenture,wynn-las-vegas,1
us-bank,nextera-energy-resources,1
international-paper,amgen,2
cisco,synchrony-financial,1
rockwell-automation,analog-devices,3
centurylink,us-bank,7
waste-management,eog-resources,3
citi,ecolab,4
boston-scientific,fis,2
morgan-stanley,duke-energy-corporation,3
kellogg-company,yum-brands,5
pfizer,mohawk-industries,1
sherwin-williams,kroger,6
essex-property-trust,avalonbay-communities,6
anadarko-petroleum-corporation,kinder-morgan,7
colgate-palmolive,discovery-communications,1
firstenergy-corp,harley-davidson-motor-company,2
jacobs,the-hershey-company,1
merck,progressive-insurance,1
humana,general-motors,5
jacobs,general-dynamics,3
xerox,dovercorp,2
aflac,baker-hughes,2
oracle,equity-residential,1
fmc-corporation,raytheon,1
aig,citrix,2
dollar-general,boeing,1
genuine-parts-company,amerisourcebergen,1
norwegian-cruise-line,oracle,2
general-dynamics,kinder-morgan,1
centerpoint-energy,citi,2
hasbro,ebay,2
ups,church-&-dwight-co-inc,1
discover-financial-services,wynn-las-vegas,1
nike,marathon-oil-corporation,1
waste-management,stanley-black-decker-inc,1
adobe,cvs-health,3
xcel-energy,davita,3
western-digital,avery-dennison,1
centurylink,cummins-inc,1
carnival-cruise-lines,lockheed-martin,1
cf-industries,verizon,1
align-technology,salesforce,3
amgen,fedex,1
con-edison,ge,2
expeditors,chevron,2
williams-company,helmerich-&-payne,3
accenture,michael-kors,2
textron,mgm-resorts-international,2
fis,schlumberger,2
avery-dennison,tripadvisor,1
sysco,baxter-healthcare,2
labcorp,biogen-,5
svb-financial-group,macy,2
wynn-las-vegas,hilton-worldwide,3
the-coca-cola-company,activision,1
cbs-com,capital-one,2
the-clorox-company,morgan-stanley,2
perkinelmer,schlumberger,1
robert-half-international,copart,1
symantec,ross-stores,1
kroger,hp,3
h&r-block,unum,1
fedex,bd1,2
mgm-resorts-international,accenture,1
ralph-lauren,mckesson,1
dish-network,tractor-supply-company,2
best-buy,verisign,2
paychex,teleflex,6
edison-international,state-street,2
foot-locker,itw,1
johnson-controls,nextera-energy-resources,3
molson-coors,visa,1
adobe,bny-mellon,2
thermo-fisher-scientific,xerox,4
w.w.-grainger,ingersoll-rand,8
texas-instruments,mastercard,1
perrigo,borgwarner,1
cf-industries,ecolab,1
viacom,yum-brands,2
delta-air-lines,chipotle-mexican-grill,1
weyerhaeuser,corning-incorporated,1
eaton-corporation,bristol-myers-squibb,3
charter-communications,colgate-palmolive,1
symantec,humana,3
kimberly-clark,verizon,3
harris-corporation,marriott-international,2
whirlpool-corporation,the-walt-disney-company,2
twitter,schlumberger,1
williams-company,lockheed-martin,3
priceline-com,american-airlines,1
stanley-black-decker-inc,centurylink,2
aig,motorolasolutions,1
google,flowserve,1
under-armour,rockwell-automation,1
blackrock,assurant,1
pultegroup,martin-marietta-materials,1
nisource,kinder-morgan,3
allstate,weyerhaeuser,1
labcorp,cbre,1
expeditors,general-mills,2
us-bank,essex-property-trust,2
at&t,celanese,1
henry-schein,cisco,1
amd,allstate,1
netapp,john-deere,1
ecolab,kohls-department-stores,2
under-armour,verizon,1
raytheon,perkinelmer,1
intuit,jefferies,1
merck,mccormick,1
starbucks,edwards-lifesciences,1
prudential-financial,jacobs,1
activision,hilton-worldwide,1
mattel,ims-health,1
fluor,travelers,1
davita,delta-air-lines,1
harris-corporation,fiserv,1
johnson-controls,general-dynamics,2
3m,dish-network,1
citi,aimco,1
flowserve,adm,1
john-deere,progressive-insurance,1
nextera-energy-resources,jefferies,1
american-tower,lennar,1
fox-filmed-entertainment,robert-half-international,1
advance-auto-parts,abbott-,1
mastercard,american-tower,1
amazon,invesco-ltd,1
dollar-tree-stores,discover-financial-services,1
bny-mellon,eastman-chemical-company,1
williams-company,alliant-energy,1
maxim-integrated,the-coca-cola-company,1
cisco,autozone,1
ibm,digitalrealty,1
w.w.-grainger,kinder-morgan,1
parker-hannifin,waste-management,1
illumina,nvidia,1
cintas,mastercard,1
edison-international,amgen,1
ibm,at&t,2865
ingersoll-rand,cognizant,16
bristol-myers-squibb,allergan,89
apple,cisco,447
stryker,apple,39
goldman-sachs,citi,998
eli-lilly-and-company,jacobs,20
mondelezinternational,general-mills,133
ihs,schlumberger,9
exxonmobil,mondelezinternational,37
target,wellsfargo,641
united-technologies,prudential-financial,6
baxter-healthcare,amgen,335
walgreens,cme-group,16
jpmorgan-chase,mckesson,29
